parents,has_nurs,form,children,housing,finance,social,health,Class
usual,very_crit,complete,D,less_conv,inconv,problematic,priority,spec_prior
usual,very_crit,complete,D,less_conv,inconv,problematic,not_recom,not_recom
usual,very_crit,complete,D,critical,convenient,nonprob,recommended,spec_prior
usual,very_crit,complete,D,critical,convenient,nonprob,priority,spec_prior
usual,very_crit,complete,D,critical,convenient,nonprob,not_recom,not_recom
usual,very_crit,complete,D,critical,convenient,slightly_prob,recommended,spec_prior
usual,very_crit,complete,D,critical,convenient,slightly_prob,priority,spec_prior
usual,very_crit,complete,D,critical,convenient,slightly_prob,not_recom,not_recom
usual,very_crit,complete,D,critical,convenient,problematic,recommended,spec_prior
usual,very_crit,complete,D,critical,convenient,problematic,priority,spec_prior
usual,very_crit,complete,D,critical,convenient,problematic,not_recom,not_recom
usual,very_crit,complete,D,critical,inconv,nonprob,recommended,spec_prior
usual,very_crit,complete,D,critical,inconv,nonprob,priority,spec_prior
usual,very_crit,complete,D,critical,inconv,nonprob,not_recom,not_recom
usual,very_crit,complete,D,critical,inconv,slightly_prob,recommended,spec_prior
usual,very_crit,complete,D,critical,inconv,slightly_prob,priority,spec_prior
usual,very_crit,complete,D,critical,inconv,slightly_prob,not_recom,not_recom
usual,very_crit,complete,D,critical,inconv,problematic,recommended,spec_prior
usual,very_crit,complete,D,critical,inconv,problematic,priority,spec_prior
usual,very_crit,complete,D,critical,inconv,problematic,not_recom,not_recom
usual,very_crit,completed,A,convenient,convenient,nonprob,recommended,priority
usual,very_crit,completed,A,convenient,convenient,nonprob,priority,spec_prior
usual,very_crit,completed,A,convenient,convenient,nonprob,not_recom,not_recom
usual,very_crit,completed,A,convenient,convenient,slightly_prob,recommended,priority
usual,very_crit,completed,A,convenient,convenient,slightly_prob,priority,spec_prior
usual,very_crit,completed,A,convenient,convenient,slightly_prob,not_recom,not_recom
usual,very_crit,completed,A,convenient,convenient,problematic,recommended,spec_prior
usual,very_crit,completed,A,convenient,convenient,problematic,priority,spec_prior
usual,very_crit,completed,A,convenient,convenient,problematic,not_recom,not_recom
usual,very_crit,completed,A,convenient,inconv,nonprob,recommended,priority
usual,very_crit,completed,A,convenient,inconv,nonprob,priority,spec_prior
usual,very_crit,completed,A,convenient,inconv,nonprob,not_recom,not_recom
usual,very_crit,completed,A,convenient,inconv,slightly_prob,recommended,priority
usual,very_crit,completed,A,convenient,inconv,slightly_prob,priority,spec_prior
usual,very_crit,completed,A,convenient,inconv,slightly_prob,not_recom,not_recom
usual,very_crit,completed,A,convenient,inconv,problematic,recommended,spec_prior
usual,very_crit,completed,A,convenient,inconv,problematic,priority,spec_prior
usual,very_crit,completed,A,convenient,inconv,problematic,not_recom,not_recom
usual,very_crit,completed,A,less_conv,convenient,nonprob,recommended,priority
usual,very_crit,completed,A,less_conv,convenient,nonprob,priority,spec_prior
usual,very_crit,completed,A,less_conv,convenient,nonprob,not_recom,not_recom
usual,very_crit,completed,A,less_conv,convenient,slightly_prob,recommended,priority
usual,very_crit,completed,A,less_conv,convenient,slightly_prob,priority,spec_prior
usual,very_crit,completed,A,less_conv,convenient,slightly_prob,not_recom,not_recom
usual,very_crit,completed,A,less_conv,convenient,problematic,recommended,spec_prior
usual,very_crit,completed,A,less_conv,convenient,problematic,priority,spec_prior
usual,very_crit,completed,A,less_conv,convenient,problematic,not_recom,not_recom
usual,very_crit,completed,A,less_conv,inconv,nonprob,recommended,priority
usual,very_crit,completed,A,less_conv,inconv,nonprob,priority,spec_prior
usual,very_crit,completed,A,less_conv,inconv,nonprob,not_recom,not_recom
usual,very_crit,completed,A,less_conv,inconv,slightly_prob,recommended,priority
usual,very_crit,completed,A,less_conv,inconv,slightly_prob,priority,spec_prior
usual,very_crit,completed,A,less_conv,inconv,slightly_prob,not_recom,not_recom
usual,very_crit,completed,A,less_conv,inconv,problematic,recommended,spec_prior
usual,very_crit,completed,A,less_conv,inconv,problematic,priority,spec_prior
usual,very_crit,completed,A,less_conv,inconv,problematic,not_recom,not_recom
usual,very_crit,completed,A,critical,convenient,nonprob,recommended,spec_prior
usual,very_crit,completed,A,critical,convenient,nonprob,priority,spec_prior
usual,very_crit,completed,A,critical,convenient,nonprob,not_recom,not_recom
usual,very_crit,completed,A,critical,convenient,slightly_prob,recommended,spec_prior
usual,very_crit,completed,A,critical,convenient,slightly_prob,priority,spec_prior
usual,very_crit,completed,A,critical,convenient,slightly_prob,not_recom,not_recom
usual,very_crit,completed,A,critical,convenient,problematic,recommended,spec_prior
usual,very_crit,completed,A,critical,convenient,problematic,priority,spec_prior
usual,very_crit,completed,A,critical,convenient,problematic,not_recom,not_recom
usual,very_crit,completed,A,critical,inconv,nonprob,recommended,spec_prior
usual,very_crit,completed,A,critical,inconv,nonprob,priority,spec_prior
usual,very_crit,completed,A,critical,inconv,nonprob,not_recom,not_recom
usual,very_crit,completed,A,critical,inconv,slightly_prob,recommended,spec_prior
usual,very_crit,completed,A,critical,inconv,slightly_prob,priority,spec_prior
usual,very_crit,completed,A,critical,inconv,slightly_prob,not_recom,not_recom
usual,very_crit,completed,A,critical,inconv,problematic,recommended,spec_prior
usual,very_crit,completed,A,critical,inconv,problematic,priority,spec_prior
usual,very_crit,completed,A,critical,inconv,problematic,not_recom,not_recom
usual,very_crit,completed,B,convenient,convenient,nonprob,recommended,priority
usual,very_crit,completed,B,convenient,convenient,nonprob,priority,spec_prior
usual,very_crit,completed,B,convenient,convenient,nonprob,not_recom,not_recom
usual,very_crit,completed,B,convenient,convenient,slightly_prob,recommended,priority
usual,very_crit,completed,B,convenient,convenient,slightly_prob,priority,spec_prior
usual,very_crit,completed,B,convenient,convenient,slightly_prob,not_recom,not_recom
usual,very_crit,completed,B,convenient,convenient,problematic,recommended,spec_prior
usual,very_crit,completed,B,convenient,convenient,problematic,priority,spec_prior
usual,very_crit,completed,B,convenient,convenient,problematic,not_recom,not_recom
usual,very_crit,completed,B,convenient,inconv,nonprob,recommended,priority
usual,very_crit,completed,B,convenient,inconv,nonprob,priority,spec_prior
usual,very_crit,completed,B,convenient,inconv,nonprob,not_recom,not_recom
usual,very_crit,completed,B,convenient,inconv,slightly_prob,recommended,priority
usual,very_crit,completed,B,convenient,inconv,slightly_prob,priority,spec_prior
usual,very_crit,completed,B,convenient,inconv,slightly_prob,not_recom,not_recom
usual,very_crit,completed,B,convenient,inconv,problematic,recommended,spec_prior
usual,very_crit,completed,B,convenient,inconv,problematic,priority,spec_prior
usual,very_crit,completed,B,convenient,inconv,problematic,not_recom,not_recom
usual,very_crit,completed,B,less_conv,convenient,nonprob,recommended,priority
usual,very_crit,completed,B,less_conv,convenient,nonprob,priority,spec_prior
usual,very_crit,completed,B,less_conv,convenient,nonprob,not_recom,not_recom
usual,very_crit,completed,B,less_conv,convenient,slightly_prob,recommended,priority
usual,very_crit,completed,B,less_conv,convenient,slightly_prob,priority,spec_prior
usual,very_crit,completed,B,less_conv,convenient,slightly_prob,not_recom,not_recom
usual,very_crit,completed,B,less_conv,convenient,problematic,recommended,spec_prior
usual,very_crit,completed,B,less_conv,convenient,problematic,priority,spec_prior
usual,very_crit,completed,B,less_conv,convenient,problematic,not_recom,not_recom
usual,very_crit,completed,B,less_conv,inconv,nonprob,recommended,priority
usual,very_crit,completed,B,less_conv,inconv,nonprob,priority,spec_prior
usual,very_crit,completed,B,less_conv,inconv,nonprob,not_recom,not_recom
usual,very_crit,completed,B,less_conv,inconv,slightly_prob,recommended,priority
usual,very_crit,completed,B,less_conv,inconv,slightly_prob,priority,spec_prior
usual,very_crit,completed,B,less_conv,inconv,slightly_prob,not_recom,not_recom
usual,very_crit,completed,B,less_conv,inconv,problematic,recommended,spec_prior
usual,very_crit,completed,B,less_conv,inconv,problematic,priority,spec_prior
usual,very_crit,completed,B,less_conv,inconv,problematic,not_recom,not_recom
usual,very_crit,completed,B,critical,convenient,nonprob,recommended,spec_prior
usual,very_crit,completed,B,critical,convenient,nonprob,priority,spec_prior
usual,very_crit,completed,B,critical,convenient,nonprob,not_recom,not_recom
usual,very_crit,completed,B,critical,convenient,slightly_prob,recommended,spec_prior
usual,very_crit,completed,B,critical,convenient,slightly_prob,priority,spec_prior
usual,very_crit,completed,B,critical,convenient,slightly_prob,not_recom,not_recom
usual,very_crit,completed,B,critical,convenient,problematic,recommended,spec_prior
usual,very_crit,completed,B,critical,convenient,problematic,priority,spec_prior
usual,very_crit,completed,B,critical,convenient,problematic,not_recom,not_recom
usual,very_crit,completed,B,critical,inconv,nonprob,recommended,spec_prior
usual,very_crit,completed,B,critical,inconv,nonprob,priority,spec_prior
usual,very_crit,completed,B,critical,inconv,nonprob,not_recom,not_recom
usual,very_crit,completed,B,critical,inconv,slightly_prob,recommended,spec_prior
usual,very_crit,completed,B,critical,inconv,slightly_prob,priority,spec_prior
usual,very_crit,completed,B,critical,inconv,slightly_prob,not_recom,not_recom
usual,very_crit,completed,B,critical,inconv,problematic,recommended,spec_prior
usual,very_crit,completed,B,critical,inconv,problematic,priority,spec_prior
usual,very_crit,completed,B,critical,inconv,problematic,not_recom,not_recom
usual,very_crit,completed,C,convenient,convenient,nonprob,recommended,priority
usual,very_crit,completed,C,convenient,convenient,nonprob,priority,spec_prior
usual,very_crit,completed,C,convenient,convenient,nonprob,not_recom,not_recom
usual,very_crit,completed,C,convenient,convenient,slightly_prob,recommended,priority
usual,very_crit,completed,C,convenient,convenient,slightly_prob,priority,spec_prior
usual,very_crit,completed,C,convenient,convenient,slightly_prob,not_recom,not_recom
usual,very_crit,completed,C,convenient,convenient,problematic,recommended,spec_prior
usual,very_crit,completed,C,convenient,convenient,problematic,priority,spec_prior
usual,very_crit,completed,C,convenient,convenient,problematic,not_recom,not_recom
usual,very_crit,completed,C,convenient,inconv,nonprob,recommended,spec_prior
usual,very_crit,completed,C,convenient,inconv,nonprob,priority,spec_prior
usual,very_crit,completed,C,convenient,inconv,nonprob,not_recom,not_recom
usual,very_crit,completed,C,convenient,inconv,slightly_prob,recommended,spec_prior
usual,very_crit,completed,C,convenient,inconv,slightly_prob,priority,spec_prior
usual,very_crit,completed,C,convenient,inconv,slightly_prob,not_recom,not_recom
usual,very_crit,completed,C,convenient,inconv,problematic,recommended,spec_prior
usual,very_crit,completed,C,convenient,inconv,problematic,priority,spec_prior
usual,very_crit,completed,C,convenient,inconv,problematic,not_recom,not_recom
usual,very_crit,completed,C,less_conv,convenient,nonprob,recommended,spec_prior
usual,very_crit,completed,C,less_conv,convenient,nonprob,priority,spec_prior
usual,very_crit,completed,C,less_conv,convenient,nonprob,not_recom,not_recom
usual,very_crit,completed,C,less_conv,convenient,slightly_prob,recommended,spec_prior
usual,very_crit,completed,C,less_conv,convenient,slightly_prob,priority,spec_prior
usual,very_crit,completed,C,less_conv,convenient,slightly_prob,not_recom,not_recom
usual,very_crit,completed,C,less_conv,convenient,problematic,recommended,spec_prior
usual,very_crit,completed,C,less_conv,convenient,problematic,priority,spec_prior
usual,very_crit,completed,C,less_conv,convenient,problematic,not_recom,not_recom
usual,very_crit,completed,C,less_conv,inconv,nonprob,recommended,spec_prior
usual,very_crit,completed,C,less_conv,inconv,nonprob,priority,spec_prior
usual,very_crit,completed,C,less_conv,inconv,nonprob,not_recom,not_recom
usual,very_crit,completed,C,less_conv,inconv,slightly_prob,recommended,spec_prior
usual,very_crit,completed,C,less_conv,inconv,slightly_prob,priority,spec_prior
usual,very_crit,completed,C,less_conv,inconv,slightly_prob,not_recom,not_recom
usual,very_crit,completed,C,less_conv,inconv,problematic,recommended,spec_prior
usual,very_crit,completed,C,less_conv,inconv,problematic,priority,spec_prior
usual,very_crit,completed,C,less_conv,inconv,problematic,not_recom,not_recom
usual,very_crit,completed,C,critical,convenient,nonprob,recommended,spec_prior
usual,very_crit,completed,C,critical,convenient,nonprob,priority,spec_prior
usual,very_crit,completed,C,critical,convenient,nonprob,not_recom,not_recom
usual,very_crit,completed,C,critical,convenient,slightly_prob,recommended,spec_prior
usual,very_crit,completed,C,critical,convenient,slightly_prob,priority,spec_prior
usual,very_crit,completed,C,critical,convenient,slightly_prob,not_recom,not_recom
usual,very_crit,completed,C,critical,convenient,problematic,recommended,spec_prior
usual,very_crit,completed,C,critical,convenient,problematic,priority,spec_prior
usual,very_crit,completed,C,critical,convenient,problematic,not_recom,not_recom
usual,very_crit,completed,C,critical,inconv,nonprob,recommended,spec_prior
usual,very_crit,completed,C,critical,inconv,nonprob,priority,spec_prior
usual,very_crit,completed,C,critical,inconv,nonprob,not_recom,not_recom
usual,very_crit,completed,C,critical,inconv,slightly_prob,recommended,spec_prior
usual,very_crit,completed,C,critical,inconv,slightly_prob,priority,spec_prior
usual,very_crit,completed,C,critical,inconv,slightly_prob,not_recom,not_recom
usual,very_crit,completed,C,critical,inconv,problematic,recommended,spec_prior
usual,very_crit,completed,C,critical,inconv,problematic,priority,spec_prior
usual,very_crit,completed,C,critical,inconv,problematic,not_recom,not_recom
usual,very_crit,completed,D,convenient,convenient,nonprob,recommended,priority
usual,very_crit,completed,D,convenient,convenient,nonprob,priority,spec_prior
usual,very_crit,completed,D,convenient,convenient,nonprob,not_recom,not_recom
usual,very_crit,completed,D,convenient,convenient,slightly_prob,recommended,priority
usual,very_crit,completed,D,convenient,convenient,slightly_prob,priority,spec_prior
usual,very_crit,completed,D,convenient,convenient,slightly_prob,not_recom,not_recom
usual,very_crit,completed,D,convenient,convenient,problematic,recommended,spec_prior
usual,very_crit,completed,D,convenient,convenient,problematic,priority,spec_prior
usual,very_crit,completed,D,convenient,convenient,problematic,not_recom,not_recom
usual,very_crit,completed,D,convenient,inconv,nonprob,recommended,spec_prior
usual,very_crit,completed,D,convenient,inconv,nonprob,priority,spec_prior
usual,very_crit,completed,D,convenient,inconv,nonprob,not_recom,not_recom
usual,very_crit,completed,D,convenient,inconv,slightly_prob,recommended,spec_prior
usual,very_crit,completed,D,convenient,inconv,slightly_prob,priority,spec_prior
usual,very_crit,completed,D,convenient,inconv,slightly_prob,not_recom,not_recom
usual,very_crit,completed,D,convenient,inconv,problematic,recommended,spec_prior
usual,very_crit,completed,D,convenient,inconv,problematic,priority,spec_prior
usual,very_crit,completed,D,convenient,inconv,problematic,not_recom,not_recom
usual,very_crit,completed,D,less_conv,convenient,nonprob,recommended,spec_prior
usual,very_crit,completed,D,less_conv,convenient,nonprob,priority,spec_prior
usual,very_crit,completed,D,less_conv,convenient,nonprob,not_recom,not_recom
usual,very_crit,completed,D,less_conv,convenient,slightly_prob,recommended,spec_prior
usual,very_crit,completed,D,less_conv,convenient,slightly_prob,priority,spec_prior
usual,very_crit,completed,D,less_conv,convenient,slightly_prob,not_recom,not_recom
usual,very_crit,completed,D,less_conv,convenient,problematic,recommended,spec_prior
usual,very_crit,completed,D,less_conv,convenient,problematic,priority,spec_prior
usual,very_crit,completed,D,less_conv,convenient,problematic,not_recom,not_recom
usual,very_crit,completed,D,less_conv,inconv,nonprob,recommended,spec_prior
usual,very_crit,completed,D,less_conv,inconv,nonprob,priority,spec_prior
usual,very_crit,completed,D,less_conv,inconv,nonprob,not_recom,not_recom
usual,very_crit,completed,D,less_conv,inconv,slightly_prob,recommended,spec_prior
usual,very_crit,completed,D,less_conv,inconv,slightly_prob,priority,spec_prior
usual,very_crit,completed,D,less_conv,inconv,slightly_prob,not_recom,not_recom
usual,very_crit,completed,D,less_conv,inconv,problematic,recommended,spec_prior
usual,very_crit,completed,D,less_conv,inconv,problematic,priority,spec_prior
usual,very_crit,completed,D,less_conv,inconv,problematic,not_recom,not_recom
usual,very_crit,completed,D,critical,convenient,nonprob,recommended,spec_prior
usual,very_crit,completed,D,critical,convenient,nonprob,priority,spec_prior
usual,very_crit,completed,D,critical,convenient,nonprob,not_recom,not_recom
usual,very_crit,completed,D,critical,convenient,slightly_prob,recommended,spec_prior
usual,very_crit,completed,D,critical,convenient,slightly_prob,priority,spec_prior
usual,very_crit,completed,D,critical,convenient,slightly_prob,not_recom,not_recom
usual,very_crit,completed,D,critical,convenient,problematic,recommended,spec_prior
usual,very_crit,completed,D,critical,convenient,problematic,priority,spec_prior
usual,very_crit,completed,D,critical,convenient,problematic,not_recom,not_recom
usual,very_crit,completed,D,critical,inconv,nonprob,recommended,spec_prior
usual,very_crit,completed,D,critical,inconv,nonprob,priority,spec_prior
usual,very_crit,completed,D,critical,inconv,nonprob,not_recom,not_recom
usual,very_crit,completed,D,critical,inconv,slightly_prob,recommended,spec_prior
usual,very_crit,completed,D,critical,inconv,slightly_prob,priority,spec_prior
usual,very_crit,completed,D,critical,inconv,slightly_prob,not_recom,not_recom
usual,very_crit,completed,D,critical,inconv,problematic,recommended,spec_prior
usual,very_crit,completed,D,critical,inconv,problematic,priority,spec_prior
usual,very_crit,completed,D,critical,inconv,problematic,not_recom,not_recom
usual,very_crit,incomplete,A,convenient,convenient,nonprob,recommended,priority
usual,very_crit,incomplete,A,convenient,convenient,nonprob,priority,spec_prior
usual,very_crit,incomplete,A,convenient,convenient,nonprob,not_recom,not_recom
usual,very_crit,incomplete,A,convenient,convenient,slightly_prob,recommended,priority
usual,very_crit,incomplete,A,convenient,convenient,slightly_prob,priority,spec_prior
usual,very_crit,incomplete,A,convenient,convenient,slightly_prob,not_recom,not_recom
usual,very_crit,incomplete,A,convenient,convenient,problematic,recommended,spec_prior
usual,very_crit,incomplete,A,convenient,convenient,problematic,priority,spec_prior
usual,very_crit,incomplete,A,convenient,convenient,problematic,not_recom,not_recom
usual,very_crit,incomplete,A,convenient,inconv,nonprob,recommended,priority
usual,very_crit,incomplete,A,convenient,inconv,nonprob,priority,spec_prior
usual,very_crit,incomplete,A,convenient,inconv,nonprob,not_recom,not_recom
usual,very_crit,incomplete,A,convenient,inconv,slightly_prob,recommended,priority
usual,very_crit,incomplete,A,convenient,inconv,slightly_prob,priority,spec_prior
usual,very_crit,incomplete,A,convenient,inconv,slightly_prob,not_recom,not_recom
usual,very_crit,incomplete,A,convenient,inconv,problematic,recommended,spec_prior
usual,very_crit,incomplete,A,convenient,inconv,problematic,priority,spec_prior
usual,very_crit,incomplete,A,convenient,inconv,problematic,not_recom,not_recom
usual,very_crit,incomplete,A,less_conv,convenient,nonprob,recommended,priority
usual,very_crit,incomplete,A,less_conv,convenient,nonprob,priority,spec_prior
usual,very_crit,incomplete,A,less_conv,convenient,nonprob,not_recom,not_recom
usual,very_crit,incomplete,A,less_conv,convenient,slightly_prob,recommended,priority
usual,very_crit,incomplete,A,less_conv,convenient,slightly_prob,priority,spec_prior
usual,very_crit,incomplete,A,less_conv,convenient,slightly_prob,not_recom,not_recom
usual,very_crit,incomplete,A,less_conv,convenient,problematic,recommended,spec_prior
usual,very_crit,incomplete,A,less_conv,convenient,problematic,priority,spec_prior
usual,very_crit,incomplete,A,less_conv,convenient,problematic,not_recom,not_recom
usual,very_crit,incomplete,A,less_conv,inconv,nonprob,recommended,priority
usual,very_crit,incomplete,A,less_conv,inconv,nonprob,priority,spec_prior
usual,very_crit,incomplete,A,less_conv,inconv,nonprob,not_recom,not_recom
usual,very_crit,incomplete,A,less_conv,inconv,slightly_prob,recommended,priority
usual,very_crit,incomplete,A,less_conv,inconv,slightly_prob,priority,spec_prior
usual,very_crit,incomplete,A,less_conv,inconv,slightly_prob,not_recom,not_recom
usual,very_crit,incomplete,A,less_conv,inconv,problematic,recommended,spec_prior
usual,very_crit,incomplete,A,less_conv,inconv,problematic,priority,spec_prior
usual,very_crit,incomplete,A,less_conv,inconv,problematic,not_recom,not_recom
usual,very_crit,incomplete,A,critical,convenient,nonprob,recommended,spec_prior
usual,very_crit,incomplete,A,critical,convenient,nonprob,priority,spec_prior
usual,very_crit,incomplete,A,critical,convenient,nonprob,not_recom,not_recom
usual,very_crit,incomplete,A,critical,convenient,slightly_prob,recommended,spec_prior
usual,very_crit,incomplete,A,critical,convenient,slightly_prob,priority,spec_prior
usual,very_crit,incomplete,A,critical,convenient,slightly_prob,not_recom,not_recom
usual,very_crit,incomplete,A,critical,convenient,problematic,recommended,spec_prior
usual,very_crit,incomplete,A,critical,convenient,problematic,priority,spec_prior
usual,very_crit,incomplete,A,critical,convenient,problematic,not_recom,not_recom
usual,very_crit,incomplete,A,critical,inconv,nonprob,recommended,spec_prior
usual,very_crit,incomplete,A,critical,inconv,nonprob,priority,spec_prior
usual,very_crit,incomplete,A,critical,inconv,nonprob,not_recom,not_recom
usual,very_crit,incomplete,A,critical,inconv,slightly_prob,recommended,spec_prior
usual,very_crit,incomplete,A,critical,inconv,slightly_prob,priority,spec_prior
usual,very_crit,incomplete,A,critical,inconv,slightly_prob,not_recom,not_recom
usual,very_crit,incomplete,A,critical,inconv,problematic,recommended,spec_prior
usual,very_crit,incomplete,A,critical,inconv,problematic,priority,spec_prior
usual,very_crit,incomplete,A,critical,inconv,problematic,not_recom,not_recom
usual,very_crit,incomplete,B,convenient,convenient,nonprob,recommended,priority
usual,very_crit,incomplete,B,convenient,convenient,nonprob,priority,spec_prior
usual,very_crit,incomplete,B,convenient,convenient,nonprob,not_recom,not_recom
usual,very_crit,incomplete,B,convenient,convenient,slightly_prob,recommended,priority
usual,very_crit,incomplete,B,convenient,convenient,slightly_prob,priority,spec_prior
usual,very_crit,incomplete,B,convenient,convenient,slightly_prob,not_recom,not_recom
usual,very_crit,incomplete,B,convenient,convenient,problematic,recommended,spec_prior
usual,very_crit,incomplete,B,convenient,convenient,problematic,priority,spec_prior
usual,very_crit,incomplete,B,convenient,convenient,problematic,not_recom,not_recom
usual,very_crit,incomplete,B,convenient,inconv,nonprob,recommended,spec_prior
usual,very_crit,incomplete,B,convenient,inconv,nonprob,priority,spec_prior
usual,very_crit,incomplete,B,convenient,inconv,nonprob,not_recom,not_recom
usual,very_crit,incomplete,B,convenient,inconv,slightly_prob,recommended,spec_prior
usual,very_crit,incomplete,B,convenient,inconv,slightly_prob,priority,spec_prior
usual,very_crit,incomplete,B,convenient,inconv,slightly_prob,not_recom,not_recom
usual,very_crit,incomplete,B,convenient,inconv,problematic,recommended,spec_prior
usual,very_crit,incomplete,B,convenient,inconv,problematic,priority,spec_prior
usual,very_crit,incomplete,B,convenient,inconv,problematic,not_recom,not_recom
usual,very_crit,incomplete,B,less_conv,convenient,nonprob,recommended,spec_prior
usual,very_crit,incomplete,B,less_conv,convenient,nonprob,priority,spec_prior
usual,very_crit,incomplete,B,less_conv,convenient,nonprob,not_recom,not_recom
usual,very_crit,incomplete,B,less_conv,convenient,slightly_prob,recommended,spec_prior
usual,very_crit,incomplete,B,less_conv,convenient,slightly_prob,priority,spec_prior
usual,very_crit,incomplete,B,less_conv,convenient,slightly_prob,not_recom,not_recom
usual,very_crit,incomplete,B,less_conv,convenient,problematic,recommended,spec_prior
usual,very_crit,incomplete,B,less_conv,convenient,problematic,priority,spec_prior
usual,very_crit,incomplete,B,less_conv,convenient,problematic,not_recom,not_recom
usual,very_crit,incomplete,B,less_conv,inconv,nonprob,recommended,spec_prior
usual,very_crit,incomplete,B,less_conv,inconv,nonprob,priority,spec_prior
usual,very_crit,incomplete,B,less_conv,inconv,nonprob,not_recom,not_recom
usual,very_crit,incomplete,B,less_conv,inconv,slightly_prob,recommended,spec_prior
usual,very_crit,incomplete,B,less_conv,inconv,slightly_prob,priority,spec_prior
usual,very_crit,incomplete,B,less_conv,inconv,slightly_prob,not_recom,not_recom
usual,very_crit,incomplete,B,less_conv,inconv,problematic,recommended,spec_prior
usual,very_crit,incomplete,B,less_conv,inconv,problematic,priority,spec_prior
usual,very_crit,incomplete,B,less_conv,inconv,problematic,not_recom,not_recom
usual,very_crit,incomplete,B,critical,convenient,nonprob,recommended,spec_prior
usual,very_crit,incomplete,B,critical,convenient,nonprob,priority,spec_prior
usual,very_crit,incomplete,B,critical,convenient,nonprob,not_recom,not_recom
usual,very_crit,incomplete,B,critical,convenient,slightly_prob,recommended,spec_prior
usual,very_crit,incomplete,B,critical,convenient,slightly_prob,priority,spec_prior
usual,very_crit,incomplete,B,critical,convenient,slightly_prob,not_recom,not_recom
usual,very_crit,incomplete,B,critical,convenient,problematic,recommended,spec_prior
usual,very_crit,incomplete,B,critical,convenient,problematic,priority,spec_prior
usual,very_crit,incomplete,B,critical,convenient,problematic,not_recom,not_recom
usual,very_crit,incomplete,B,critical,inconv,nonprob,recommended,spec_prior
usual,very_crit,incomplete,B,critical,inconv,nonprob,priority,spec_prior
usual,very_crit,incomplete,B,critical,inconv,nonprob,not_recom,not_recom
usual,very_crit,incomplete,B,critical,inconv,slightly_prob,recommended,spec_prior
usual,very_crit,incomplete,B,critical,inconv,slightly_prob,priority,spec_prior
usual,very_crit,incomplete,B,critical,inconv,slightly_prob,not_recom,not_recom
usual,very_crit,incomplete,B,critical,inconv,problematic,recommended,spec_prior
usual,very_crit,incomplete,B,critical,inconv,problematic,priority,spec_prior
usual,very_crit,incomplete,B,critical,inconv,problematic,not_recom,not_recom
usual,very_crit,incomplete,C,convenient,convenient,nonprob,recommended,priority
usual,very_crit,incomplete,C,convenient,convenient,nonprob,priority,spec_prior
usual,very_crit,incomplete,C,convenient,convenient,nonprob,not_recom,not_recom
usual,very_crit,incomplete,C,convenient,convenient,slightly_prob,recommended,priority
usual,very_crit,incomplete,C,convenient,convenient,slightly_prob,priority,spec_prior
usual,very_crit,incomplete,C,convenient,convenient,slightly_prob,not_recom,not_recom
usual,very_crit,incomplete,C,convenient,convenient,problematic,recommended,spec_prior
usual,very_crit,incomplete,C,convenient,convenient,problematic,priority,spec_prior
usual,very_crit,incomplete,C,convenient,convenient,problematic,not_recom,not_recom
usual,very_crit,incomplete,C,convenient,inconv,nonprob,recommended,spec_prior
usual,very_crit,incomplete,C,convenient,inconv,nonprob,priority,spec_prior
usual,very_crit,incomplete,C,convenient,inconv,nonprob,not_recom,not_recom
usual,very_crit,incomplete,C,convenient,inconv,slightly_prob,recommended,spec_prior
usual,very_crit,incomplete,C,convenient,inconv,slightly_prob,priority,spec_prior
usual,very_crit,incomplete,C,convenient,inconv,slightly_prob,not_recom,not_recom
usual,very_crit,incomplete,C,convenient,inconv,problematic,recommended,spec_prior
usual,very_crit,incomplete,C,convenient,inconv,problematic,priority,spec_prior
usual,very_crit,incomplete,C,convenient,inconv,problematic,not_recom,not_recom
usual,very_crit,incomplete,C,less_conv,convenient,nonprob,recommended,spec_prior
usual,very_crit,incomplete,C,less_conv,convenient,nonprob,priority,spec_prior
usual,very_crit,incomplete,C,less_conv,convenient,nonprob,not_recom,not_recom
usual,very_crit,incomplete,C,less_conv,convenient,slightly_prob,recommended,spec_prior
usual,very_crit,incomplete,C,less_conv,convenient,slightly_prob,priority,spec_prior
usual,very_crit,incomplete,C,less_conv,convenient,slightly_prob,not_recom,not_recom
usual,very_crit,incomplete,C,less_conv,convenient,problematic,recommended,spec_prior
usual,very_crit,incomplete,C,less_conv,convenient,problematic,priority,spec_prior
usual,very_crit,incomplete,C,less_conv,convenient,problematic,not_recom,not_recom
usual,very_crit,incomplete,C,less_conv,inconv,nonprob,recommended,spec_prior
usual,very_crit,incomplete,C,less_conv,inconv,nonprob,priority,spec_prior
usual,very_crit,incomplete,C,less_conv,inconv,nonprob,not_recom,not_recom
usual,very_crit,incomplete,C,less_conv,inconv,slightly_prob,recommended,spec_prior
usual,very_crit,incomplete,C,less_conv,inconv,slightly_prob,priority,spec_prior
usual,very_crit,incomplete,C,less_conv,inconv,slightly_prob,not_recom,not_recom
usual,very_crit,incomplete,C,less_conv,inconv,problematic,recommended,spec_prior
usual,very_crit,incomplete,C,less_conv,inconv,problematic,priority,spec_prior
usual,very_crit,incomplete,C,less_conv,inconv,problematic,not_recom,not_recom
usual,very_crit,incomplete,C,critical,convenient,nonprob,recommended,spec_prior
usual,very_crit,incomplete,C,critical,convenient,nonprob,priority,spec_prior
